cn1,mc1,:944850.000000
cn2,mc2,:2609129.000000
it1,mi_idx1,:12213.000000
it2,mi_idx2,:5992.000000
kt1,t1,:75845.000000
kt2,t2,:13432.000000
lt,ml,:2850.000000
mc1,mi_idx1,:6941650.000000
mc1,ml,:150887.000000
mc1,t1,:2609129.000000
mc2,mi_idx2,:3405809.000000
mc2,ml,:150887.000000
mc2,t2,:462080.000000
mi_idx1,ml,:86994.000000
mi_idx1,t1,:1380035.000000
mi_idx2,ml,:42682.000000
mi_idx2,t2,:119914.000000
ml,t1,:29997.000000
ml,t2,:5313.000000
cn1,mc1,mi_idx1,:3069707.000000
cn1,mc1,ml,:66724.000000
cn1,mc1,t1,:1153798.000000
cn2,mc2,mi_idx2,:3405809.000000
cn2,mc2,ml,:150887.000000
cn2,mc2,t2,:462080.000000
it1,mc1,mi_idx1,:2313447.000000
it1,mi_idx1,ml,:28993.000000
it1,mi_idx1,t1,:459925.000000
it2,mc2,mi_idx2,:128724.000000
it2,mi_idx2,ml,:1613.000000
it2,mi_idx2,t2,:4532.000000
kt1,mc1,t1,:93761.000000
kt1,mi_idx1,t1,:49593.000000
kt1,ml,t1,:1078.000000
kt2,mc2,t2,:16313.000000
kt2,mi_idx2,t2,:4233.000000
kt2,ml,t2,:188.000000
lt,mc1,ml,:11645.000000
lt,mc2,ml,:11645.000000
lt,mi_idx1,ml,:6714.000000
lt,mi_idx2,ml,:3294.000000
lt,ml,t1,:2315.000000
lt,ml,t2,:410.000000
mc1,mi_idx1,ml,:256758.000000
mc1,mi_idx1,t1,:4073078.000000
mc1,mc2,ml,:745026.000000
mc1,mi_idx2,ml,:210751.000000
mc1,ml,t1,:148115.000000
mc1,ml,t2,:26231.000000
mc2,mi_idx2,ml,:124491.000000
mc2,mi_idx2,t2,:349751.000000
mc2,mi_idx1,ml,:1010432.000000
mc2,ml,t1,:348413.000000
mc2,ml,t2,:61704.000000
mi_idx1,mi_idx2,ml,:89172.000000
mi_idx1,ml,t1,:62670.000000
mi_idx1,ml,t2,:11099.000000
mi_idx2,ml,t1,:37967.000000
mi_idx2,ml,t2,:6724.000000
ml,t1,t2,:5313.000000
cn2,it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:991.000000
cn2,it2,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:75.000000
cn2,it2,kt1,kt2,mc2,mi_idx2,ml,t1,t2,:11.000000
cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:69316.000000
cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:12276.000000
cn2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:6238.000000
cn2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:36828.000000
cn2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:717.000000
cn2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:7224.000000
cn2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:243.000000
cn2,it1,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:355.000000
cn2,it1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2096.000000
cn2,it1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:31.000000
cn2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3281.000000
cn2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:94.000000
cn2,kt1,kt2,lt,mc2,mi_idx2,ml,t1,t2,:35.000000
cn2,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:38751.000000
cn2,it1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:228763.000000
cn2,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:6172.000000
cn2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:347979.000000
cn2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:18517.000000
cn2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:3505.000000
cn2,it1,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:11418.000000
cn2,it1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:891.000000
cn2,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1028.000000
cn2,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,:1500.000000
cn2,it1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:8856.000000
cn2,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t2,:170.000000
cn2,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:14241.000000
cn2,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:509.000000
cn2,kt1,kt2,lt,mc1,mc2,ml,t1,t2,:148.000000
cn2,it1,kt1,lt,mc2,mi_idx1,ml,t1,t2,:771.000000
cn2,it1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:24.000000
cn2,kt1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:69.000000
cn2,it1,kt1,mc1,mc2,mi_idx1,ml,t1,t2,:83860.000000
cn2,it1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:4487.000000
cn2,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:7547.000000
cn2,it1,kt1,kt2,mc2,mi_idx1,ml,t1,t2,:248.000000
it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:179.000000
it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:32.000000
it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:436.000000
it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2572.000000
it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:172.000000
it1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,:3.000000
it1,it2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:15.000000
it1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:1.000000
it1,it2,kt1,mc1,mi_idx1,mi_idx2,ml,t1,t2,:695.000000
it1,it2,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:41.000000
it1,it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:2.000000
it1,it2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:10.000000
it1,it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:1.000000
it1,it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:330.000000
it1,it2,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:25.000000
it1,it2,kt1,lt,mi_idx1,mi_idx2,ml,t1,t2,:5.000000
it1,it2,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
it1,it2,kt1,kt2,mi_idx1,mi_idx2,ml,t1,t2,:4.000000
it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:2079.000000
it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:12276.000000
it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:239.000000
it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:4747.000000
it1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:170.000000
it1,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1349.000000
it1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:47.000000
it1,kt1,kt2,lt,mc1,mi_idx1,ml,t1,t2,:30.000000
it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:115993.000000
it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6172.000000
it1,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:2516.000000
it1,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:637.000000
it1,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1094.000000
it1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:31.000000
it1,kt1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:23.000000
it1,kt1,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:9.000000
it1,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:343.000000
it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:16.000000
it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:95.000000
it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:3.000000
it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:31.000000
it2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:29.000000
it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,kt2,lt,mc2,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6914.000000
it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:515.000000
it2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:70.000000
it2,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:30.000000
it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:43.000000
it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,kt2,lt,mc1,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:63.000000
kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:1.000000
kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:19.000000
kt1,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:3.000000
kt1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2.000000
kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:21183.000000
kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:7917.000000
cn1,cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,:440.000000
cn1,cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:4634.000000
cn1,cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:821.000000
cn1,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:38.000000
cn1,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:7.000000
cn1,it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:139.000000
cn1,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:821.000000
cn1,it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:46.000000
cn1,it1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,:1.000000
cn1,it1,it2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:3.000000
cn1,it1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:1.000000
cn1,it1,it2,kt1,mc1,mi_idx1,mi_idx2,ml,t1,t2,:159.000000
cn1,it1,it2,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:9.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:17992.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:3186.000000
cn1,cn2,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,:360.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:2128.000000
cn1,cn2,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t2,:28.000000
cn1,it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:540.000000
cn1,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3186.000000
cn1,it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:48.000000
cn1,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:1888.000000
cn1,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:28.000000
cn1,it1,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:465.000000
cn1,it1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:7.000000
cn1,it1,kt1,kt2,lt,mc1,mi_idx1,ml,t1,t2,:10.000000
cn1,cn2,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:20405.000000
cn1,cn2,it1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:120458.000000
cn1,cn2,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:2469.000000
cn1,cn2,it1,kt1,mc1,mc2,mi_idx1,ml,t1,t2,:34763.000000
cn1,cn2,it1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:1767.000000
cn1,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:48840.000000
cn1,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2469.000000
cn1,it1,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:1043.000000
cn1,it1,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:251.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:114.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:20.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:1619.000000
cn1,cn2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:9559.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:145.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:5663.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:85.000000
cn1,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:3.000000
cn1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:20.000000
cn1,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:1.000000
cn1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:8652.000000
cn1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:145.000000
cn1,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:170.000000
cn1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:6.000000
cn1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
cn1,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:42.000000
cn1,cn2,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:417.000000
cn1,cn2,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2462.000000
cn1,cn2,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:138.000000
cn1,cn2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:146520.000000
cn1,cn2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:7407.000000
cn1,cn2,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:3129.000000
cn1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1915.000000
cn1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:138.000000
cn1,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:4396.000000
cn1,it2,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:14.000000
cn1,cn2,it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,:1.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:7.000000
cn1,cn2,it2,kt2,lt,mc1,mc2,mi_idx2,ml,t2,:1.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:2958.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:49.000000
cn1,cn2,kt1,kt2,lt,mc1,mc2,ml,t1,t2,:60.000000
cn1,it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:6.000000
cn1,it2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:1.000000
cn1,kt1,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:89.000000
cn1,it2,kt1,kt2,lt,mc1,mi_idx2,ml,t1,t2,:1.000000
cn1,cn2,it2,kt1,mc1,mc2,mi_idx2,ml,t1,t2,:638.000000
cn1,cn2,it2,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:51.000000
cn1,cn2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:1472.000000
cn1,it2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:19.000000
cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:179.000000
cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:32.000000
cn2,it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:436.000000
cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2572.000000
cn2,it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:172.000000
cn2,it1,it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:2.000000
cn2,it1,it2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:10.000000
cn2,it1,it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:1.000000
cn2,it1,it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:330.000000
cn2,it1,it2,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:25.000000
cn2,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:16.000000
cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:95.000000
cn2,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:3.000000
cn2,it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:31.000000
cn2,it2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:1.000000
cn2,it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:29.000000
cn2,it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
cn2,it2,kt1,kt2,lt,mc2,mi_idx2,ml,t1,t2,:1.000000
cn2,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6914.000000
cn2,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:515.000000
cn2,it2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:70.000000
cn2,it2,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:30.000000
cn2,it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:2079.000000
cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:12276.000000
cn2,it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:239.000000
cn2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:21183.000000
cn2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:717.000000
cn2,kt1,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:217.000000
cn2,it1,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1094.000000
cn2,it1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:31.000000
cn2,kt1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:98.000000
cn2,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:115993.000000
cn2,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6172.000000
cn2,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:10439.000000
cn2,it1,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:343.000000
cn2,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:4747.000000
cn2,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:170.000000
cn2,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:427.000000
cn2,it1,kt1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:23.000000
cn2,it1,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:2516.000000
it1,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:5.000000
it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:32.000000
it1,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:1.000000
it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2305.000000
it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:172.000000
it1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:14.000000
it1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
it1,it2,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:21.000000
it1,it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:10.000000
it1,it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
it1,it2,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:10.000000
it1,it2,kt1,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:7061.000000
it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:239.000000
it1,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:142.000000
it1,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:40.000000
it1,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3480.000000
it1,kt1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:33.000000
it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:90.000000
it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3.000000
it2,kt1,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
it2,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:207.000000
it2,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
kt1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2.000000
cn1,cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:38.000000
cn1,cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:7.000000
cn1,cn2,it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:139.000000
cn1,cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:821.000000
cn1,cn2,it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:46.000000
cn1,it1,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:1.000000
cn1,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:7.000000
cn1,it1,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:1.000000
cn1,it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:638.000000
cn1,it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:46.000000
cn1,it1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:2.000000
cn1,it1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
cn1,it1,it2,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:5.000000
cn1,cn2,it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:540.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3186.000000
cn1,cn2,it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:48.000000
cn1,cn2,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:1888.000000
cn1,cn2,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:28.000000
cn1,it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2884.000000
cn1,it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:48.000000
cn1,it1,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:57.000000
cn1,it1,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:14.000000
cn1,cn2,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:48840.000000
cn1,cn2,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2469.000000
cn1,cn2,it1,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:1043.000000
cn1,it1,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1465.000000
cn1,cn2,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:3.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:20.000000
cn1,cn2,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:1.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:8652.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:145.000000
cn1,cn2,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:170.000000
cn1,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:19.000000
cn1,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
cn1,kt1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:260.000000
cn1,it2,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1.000000
cn1,cn2,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1915.000000
cn1,cn2,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:138.000000
cn1,cn2,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:4396.000000
cn1,it2,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:57.000000
cn1,cn2,it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:6.000000
cn1,cn2,it2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:1.000000
