cn1,mc1,:1664279.000000
cn2,mc2,:2609129.000000
it1,mi_idx1,:12213.000000
it2,mi_idx2,:6107.000000
kt1,t1,:164332.000000
kt2,t2,:67927.000000
lt,ml,:2850.000000
mc1,mi_idx1,:6941650.000000
mc1,ml,:150887.000000
mc1,t1,:2609129.000000
mc2,mi_idx2,:3471310.000000
mc2,ml,:150887.000000
mc2,t2,:1078496.000000
mi_idx1,ml,:86994.000000
mi_idx1,t1,:1380035.000000
mi_idx2,ml,:43503.000000
mi_idx2,t2,:285262.000000
ml,t1,:29997.000000
ml,t2,:12399.000000
cn1,mc1,mi_idx1,:3871943.000000
cn1,mc1,ml,:84162.000000
cn1,mc1,t1,:1455331.000000
cn2,mc2,mi_idx2,:3471310.000000
cn2,mc2,ml,:150887.000000
cn2,mc2,t2,:1078496.000000
it1,mc1,mi_idx1,:2313447.000000
it1,mi_idx1,ml,:28993.000000
it1,mi_idx1,t1,:459925.000000
it2,mc2,mi_idx2,:184849.000000
it2,mi_idx2,ml,:2317.000000
it2,mi_idx2,t2,:15190.000000
kt1,mc1,t1,:1686438.000000
kt1,mi_idx1,t1,:892000.000000
kt1,ml,t1,:19389.000000
kt2,mc2,t2,:762373.000000
kt2,mi_idx2,t2,:201647.000000
kt2,ml,t2,:8765.000000
lt,mc1,ml,:11645.000000
lt,mc2,ml,:11645.000000
lt,mi_idx1,ml,:6714.000000
lt,mi_idx2,ml,:3357.000000
lt,ml,t1,:2315.000000
lt,ml,t2,:957.000000
mc1,mi_idx1,ml,:256758.000000
mc1,mi_idx1,t1,:4073078.000000
mc1,mc2,ml,:745026.000000
mc1,mi_idx2,ml,:214804.000000
mc1,ml,t1,:148115.000000
mc1,ml,t2,:61224.000000
mc2,mi_idx2,ml,:133401.000000
mc2,mi_idx2,t2,:874746.000000
mc2,mi_idx1,ml,:1010432.000000
mc2,ml,t1,:348413.000000
mc2,ml,t2,:144018.000000
mi_idx1,mi_idx2,ml,:90887.000000
mi_idx1,ml,t1,:62670.000000
mi_idx1,ml,t2,:25905.000000
mi_idx2,ml,t1,:40483.000000
mi_idx2,ml,t2,:16734.000000
ml,t1,t2,:12399.000000
cn2,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:4252.000000
cn2,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:27041.000000
cn2,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:3419.000000
cn2,it2,kt1,mc1,mc2,mi_idx2,ml,t1,t2,:9518.000000
cn2,it2,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:1196.000000
cn2,it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:4457.000000
cn2,it2,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:521.000000
cn2,it2,kt1,kt2,mc2,mi_idx2,ml,t1,t2,:326.000000
cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:71556.000000
cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:29578.000000
cn2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:13953.000000
cn2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:88734.000000
cn2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:6049.000000
cn2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:30027.000000
cn2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:2057.000000
cn2,it1,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:801.000000
cn2,it1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:5094.000000
cn2,it1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:327.000000
cn2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:15283.000000
cn2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:980.000000
cn2,kt1,kt2,lt,mc2,mi_idx2,ml,t1,t2,:344.000000
cn2,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:88837.000000
cn2,it1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:564943.000000
cn2,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:35879.000000
cn2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1694828.000000
cn2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:107638.000000
cn2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:37703.000000
cn2,it1,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:140590.000000
cn2,it1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:5457.000000
cn2,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:16371.000000
cn2,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,:3250.000000
cn2,it1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:20670.000000
cn2,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t2,:1427.000000
cn2,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:62009.000000
cn2,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:4280.000000
cn2,kt1,kt2,lt,mc1,mc2,ml,t1,t2,:1467.000000
cn2,it1,kt1,lt,mc2,mi_idx1,ml,t1,t2,:3565.000000
cn2,it1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:229.000000
cn2,kt1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:687.000000
cn2,it1,kt1,mc1,mc2,mi_idx1,ml,t1,t2,:358357.000000
cn2,it1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:23603.000000
cn2,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:70809.000000
cn2,it1,kt1,kt2,mc2,mi_idx1,ml,t1,t2,:3477.000000
it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:293.000000
it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:121.000000
it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:1417.000000
it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:9014.000000
it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:1140.000000
it1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,:8.000000
it1,it2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:48.000000
it1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:5.000000
it1,it2,kt1,mc1,mi_idx1,mi_idx2,ml,t1,t2,:2419.000000
it1,it2,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:318.000000
it1,it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:5.000000
it1,it2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:35.000000
it1,it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:3.000000
it1,it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1486.000000
it1,it2,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:174.000000
it1,it2,kt1,lt,mi_idx1,mi_idx2,ml,t1,t2,:17.000000
it1,it2,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:2.000000
it1,it2,kt1,kt2,mi_idx1,mi_idx2,ml,t1,t2,:58.000000
it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:4651.000000
it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:29578.000000
it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:2016.000000
it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:20670.000000
it1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:1427.000000
it1,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:5541.000000
it1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:375.000000
it1,kt1,kt2,lt,mc1,mi_idx1,ml,t1,t2,:266.000000
it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:564943.000000
it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:35879.000000
it1,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:23603.000000
it1,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:5554.000000
it1,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:5094.000000
it1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:327.000000
it1,kt1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:229.000000
it1,kt1,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:80.000000
it1,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:5457.000000
it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:57.000000
it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:363.000000
it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:29.000000
it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:131.000000
it2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:10.000000
it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:104.000000
it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:10.000000
it2,kt1,kt2,lt,mc2,mi_idx2,ml,t1,t2,:4.000000
it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:27041.000000
it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3419.000000
it2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:1196.000000
it2,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:521.000000
it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:145.000000
it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:15.000000
it2,kt1,kt2,lt,mc1,mi_idx2,ml,t1,t2,:5.000000
it2,kt1,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:5.000000
it2,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:954.000000
kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:88734.000000
kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:4280.000000
kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1124.000000
kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:107638.000000
kt1,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:2057.000000
kt1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:980.000000
kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:69489.000000
cn1,cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,:1397.000000
cn1,cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:14710.000000
cn1,cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:6080.000000
cn1,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:218.000000
cn1,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:90.000000
cn1,it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:956.000000
cn1,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6080.000000
cn1,it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:819.000000
cn1,it1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,:6.000000
cn1,it1,it2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:38.000000
cn1,it1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t2,:5.000000
cn1,it1,it2,kt1,mc1,mi_idx1,mi_idx2,ml,t1,t2,:1764.000000
cn1,it1,it2,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:243.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:52828.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:21837.000000
cn1,cn2,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,:2469.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:15704.000000
cn1,cn2,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t2,:1229.000000
cn1,it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:3434.000000
cn1,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:21837.000000
cn1,it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:1701.000000
cn1,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:15704.000000
cn1,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:1229.000000
cn1,it1,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:4276.000000
cn1,it1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:330.000000
cn1,it1,kt1,kt2,lt,mc1,mi_idx1,ml,t1,t2,:236.000000
cn1,cn2,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:42303.000000
cn1,cn2,it1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:269015.000000
cn1,cn2,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:21101.000000
cn1,cn2,it1,kt1,mc1,mc2,mi_idx1,ml,t1,t2,:175795.000000
cn1,cn2,it1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:13957.000000
cn1,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:269015.000000
cn1,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:21101.000000
cn1,it1,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:13957.000000
cn1,it1,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:3631.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:654.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:270.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:10301.000000
cn1,cn2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:65510.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:5102.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:47111.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:3686.000000
cn1,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:43.000000
cn1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:270.000000
cn1,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:26.000000
cn1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:65510.000000
cn1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:5102.000000
cn1,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:3686.000000
cn1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:113.000000
cn1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:14.000000
cn1,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:990.000000
cn1,cn2,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:2868.000000
cn1,cn2,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:18241.000000
cn1,cn2,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:2458.000000
cn1,cn2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:807045.000000
cn1,cn2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:63304.000000
cn1,cn2,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:41870.000000
cn1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:18241.000000
cn1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2458.000000
cn1,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:63304.000000
cn1,it2,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:729.000000
cn1,cn2,it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,:15.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:98.000000
cn1,cn2,it2,kt2,lt,mc1,mc2,mi_idx2,ml,t2,:9.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:22091.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:1716.000000
cn1,cn2,kt1,kt2,lt,mc1,mc2,ml,t1,t2,:1246.000000
cn1,it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:98.000000
cn1,it2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:9.000000
cn1,kt1,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:1716.000000
cn1,it2,kt1,kt2,lt,mc1,mi_idx2,ml,t1,t2,:5.000000
cn1,cn2,it2,kt1,mc1,mc2,mi_idx2,ml,t1,t2,:6321.000000
cn1,cn2,it2,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:845.000000
cn1,cn2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:22043.000000
cn1,it2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:845.000000
cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:293.000000
cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:121.000000
cn2,it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:1417.000000
cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:9014.000000
cn2,it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:1140.000000
cn2,it1,it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,:5.000000
cn2,it1,it2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:35.000000
cn2,it1,it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t2,:3.000000
cn2,it1,it2,kt1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1486.000000
cn2,it1,it2,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:174.000000
cn2,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:57.000000
cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:363.000000
cn2,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:29.000000
cn2,it2,kt1,lt,mc1,mc2,mi_idx2,ml,t1,t2,:131.000000
cn2,it2,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:10.000000
cn2,it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:104.000000
cn2,it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:10.000000
cn2,it2,kt1,kt2,lt,mc2,mi_idx2,ml,t1,t2,:4.000000
cn2,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:27041.000000
cn2,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3419.000000
cn2,it2,kt1,kt2,mc1,mc2,mi_idx2,ml,t1,t2,:1196.000000
cn2,it2,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:521.000000
cn2,it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:4651.000000
cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:29578.000000
cn2,it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:2016.000000
cn2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:88734.000000
cn2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6049.000000
cn2,kt1,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:2057.000000
cn2,it1,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:5094.000000
cn2,it1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:327.000000
cn2,kt1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:980.000000
cn2,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:564943.000000
cn2,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:35879.000000
cn2,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:107638.000000
cn2,it1,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:5457.000000
cn2,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:20670.000000
cn2,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:1427.000000
cn2,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:4280.000000
cn2,it1,kt1,kt2,lt,mc2,mi_idx1,ml,t1,t2,:229.000000
cn2,it1,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:23603.000000
it1,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:19.000000
it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:121.000000
it1,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:10.000000
it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:9014.000000
it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1140.000000
it1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:48.000000
it1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:5.000000
it1,it2,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:318.000000
it1,it2,kt1,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:35.000000
it1,it2,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3.000000
it1,it2,kt1,kt2,mc2,mi_idx1,mi_idx2,ml,t1,t2,:174.000000
it1,it2,kt1,kt2,lt,mi_idx1,mi_idx2,ml,t1,t2,:2.000000
it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:29578.000000
it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:2016.000000
it1,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:1427.000000
it1,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:375.000000
it1,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:35879.000000
it1,kt1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:327.000000
it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:363.000000
it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:29.000000
it2,kt1,kt2,lt,mc1,mc2,mi_idx2,ml,t1,t2,:10.000000
it2,kt1,kt2,lt,mc2,mi_idx1,mi_idx2,ml,t1,t2,:10.000000
it2,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:3419.000000
it2,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:15.000000
kt1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6049.000000
cn1,cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:218.000000
cn1,cn2,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:90.000000
cn1,cn2,it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:956.000000
cn1,cn2,it1,it2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6080.000000
cn1,cn2,it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:819.000000
cn1,it1,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:14.000000
cn1,it1,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:90.000000
cn1,it1,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:9.000000
cn1,it1,it2,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:6080.000000
cn1,it1,it2,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:819.000000
cn1,it1,it2,kt1,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:38.000000
cn1,it1,it2,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:5.000000
cn1,it1,it2,kt1,kt2,mc1,mi_idx1,mi_idx2,ml,t1,t2,:243.000000
cn1,cn2,it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:3434.000000
cn1,cn2,it1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:21837.000000
cn1,cn2,it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:1701.000000
cn1,cn2,it1,kt1,lt,mc1,mc2,mi_idx1,ml,t1,t2,:15704.000000
cn1,cn2,it1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:1229.000000
cn1,it1,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:21837.000000
cn1,it1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:1701.000000
cn1,it1,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:1229.000000
cn1,it1,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:330.000000
cn1,cn2,it1,kt1,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:269015.000000
cn1,cn2,it1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:21101.000000
cn1,cn2,it1,kt1,kt2,mc1,mc2,mi_idx1,ml,t1,t2,:13957.000000
cn1,it1,kt1,kt2,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:21101.000000
cn1,cn2,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,:43.000000
cn1,cn2,it2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:270.000000
cn1,cn2,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t2,:26.000000
cn1,cn2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:65510.000000
cn1,cn2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:5102.000000
cn1,cn2,kt1,kt2,lt,mc1,mc2,mi_idx1,ml,t1,t2,:3686.000000
cn1,it2,kt1,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:270.000000
cn1,it2,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:26.000000
cn1,kt1,kt2,lt,mc1,mc2,mi_idx1,mi_idx2,ml,t1,t2,:5102.000000
cn1,it2,kt1,kt2,lt,mc1,mi_idx1,mi_idx2,ml,t1,t2,:14.000000
